GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy,240,0,23,0,48,0,16,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,StopWatch.SplitState,15,0,0,0,2,0,1,0,1,0
Runtime X-Ray,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,CalendarUtils,125,0,2,0,28,0,21,0,20,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.ISO8601TimeZoneStrategy,41,0,4,0,13,0,7,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.TwentyFourHourField,34,0,2,0,11,0,5,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitYearField,25,0,0,0,8,0,5,0,5,0
Runtime X-Ray,org.apache.commons.lang3.time,TimeZones,9,0,0,0,2,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},13,0,2,0,2,0,3,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},8,0,0,0,2,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},13,0,2,0,2,0,3,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},11,0,2,0,2,0,3,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,DurationUtils,115,0,16,0,28,0,26,0,15,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},11,0,2,0,2,0,3,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter,1044,0,140,0,240,0,116,0,33,0
Runtime X-Ray,org.apache.commons.lang3.time,DurationFormatUtils.Token,117,0,16,0,27,0,18,0,10,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateFormat.new AbstractFormatCache() {...},10,0,0,0,2,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.WeekYear,23,0,0,0,8,0,4,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.StringLiteral,16,0,0,0,6,0,3,0,3,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.TwelveHourField,34,0,2,0,11,0,5,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,DateFormatUtils,173,0,2,0,45,0,20,0,19,0
Runtime X-Ray,org.apache.commons.lang3.time,DurationFormatUtils,1054,0,187,0,254,0,110,0,12,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.StrategyParser,166,0,24,0,31,0,16,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.TextField,43,0,4,0,13,0,5,0,3,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitNumberField,28,0,2,0,10,0,5,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy.TzInfo,31,0,2,0,5,0,3,0,2,0
Runtime X-Ray,org.apache.commons.lang3.time,DateUtils.ModifyType,21,0,0,0,4,0,1,0,1,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.DayInWeekField,33,0,2,0,9,0,5,0,4,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.Strategy,2,0,0,0,1,0,1,0,1,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.NumberStrategy,99,0,14,0,28,0,12,0,5,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDateParser.CaseInsensitiveTextStrategy,107,0,6,0,18,0,6,0,3,0
Runtime X-Ray,org.apache.commons.lang3.time,FastDatePrinter.UnpaddedMonthField,34,0,2,0,10,0,6,0,5,0
Runtime X-Ray,lab.sample.traffic,Traffic,0,30,0,6,0,6,0,5,0,2
Runtime X-Ray,lab.sample.traffic,RushHourDelay,0,16,0,4,0,3,0,3,0,1
Runtime X-Ray,org.apache.commons.lang3.compare,ComparableUtils.ComparableCheckBuilder,103,0,26,0,12,0,23,0,10,0
Runtime X-Ray,org.apache.commons.lang3.compare,ObjectToStringComparator,46,0,16,0,18,0,11,0,3,0
Runtime X-Ray,org.apache.commons.lang3.compare,ComparableUtils,76,0,4,0,9,0,17,0,15,0
Runtime X-Ray,org.apache.commons.lang3.util,FluentBitSet,320,0,10,0,77,0,49,0,44,0
Runtime X-Ray,org.apache.commons.lang3.math,NumberUtils,1795,0,408,0,435,0,273,0,68,0
Runtime X-Ray,org.apache.commons.lang3.math,Fraction,1262,0,184,0,253,0,127,0,35,0
Runtime X-Ray,org.apache.commons.lang3.math,IEEE754rUtils,219,0,32,0,50,0,29,0,13,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AtomicSafeInitializer.Builder,12,0,0,0,3,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,BackgroundInitializer.Builder,21,0,0,0,5,0,3,0,3,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State.new AbstractCircuitBreaker.State() {...},8,0,0,0,2,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State.new AbstractCircuitBreaker.State() {...},8,0,0,0,2,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,FutureTasks,9,0,0,0,3,0,1,0,1,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,ThresholdCircuitBreaker,52,0,6,0,15,0,8,0,5,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,LazyInitializer.Builder,12,0,0,0,3,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AbstractFutureProxy,35,0,0,0,9,0,7,0,7,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,ConstantInitializer,53,0,4,0,14,0,9,0,7,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AtomicInitializer.Builder,12,0,0,0,3,0,2,0,2,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,BackgroundInitializer,141,0,14,0,44,0,23,0,16,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AtomicInitializer,71,0,6,0,16,0,11,0,8,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,UncheckedExecutionException,4,0,0,0,2,0,1,0,1,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategy,13,0,2,0,1,0,2,0,1,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer,177,0,14,0,49,0,16,0,9,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker,73,0,8,0,18,0,13,0,9,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AtomicSafeInitializer,79,0,6,0,15,0,11,0,8,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AbstractConcurrentInitializer,59,0,4,0,19,0,6,0,4,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,BackgroundInitializer.InitializationTask,21,0,2,0,6,0,3,0,2,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,BasicThreadFactory.Builder,65,0,0,0,21,0,8,0,8,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,TimedSemaphore,205,0,22,0,59,0,30,0,19,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,ConcurrentUtils.ConstantFuture,18,0,0,0,8,0,6,0,6,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,CallableBackgroundInitializer,33,0,0,0,12,0,5,0,5,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategyClosed,16,0,2,0,3,0,4,0,3,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,LazyInitializer,63,0,6,0,17,0,10,0,7,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker,219,0,12,0,49,0,26,0,20,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,CircuitBreakingException,16,0,0,0,8,0,4,0,4,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,UncheckedFutureImpl,42,0,0,0,14,0,3,0,3,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategyOpen,22,0,4,0,5,0,5,0,3,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,ConcurrentUtils,138,0,24,0,36,0,23,0,11,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,UncheckedTimeoutException,4,0,0,0,2,0,1,0,1,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AbstractConcurrentInitializer.AbstractBuilder,37,0,4,0,10,0,7,0,5,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer.MultiBackgroundInitializerResults,75,0,2,0,18,0,9,0,8,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,UncheckedFuture,16,0,0,0,3,0,3,0,3,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.CheckIntervalData,29,0,2,0,8,0,5,0,4,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,ConcurrentException,14,0,0,0,6,0,3,0,3,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,ConcurrentRuntimeException,14,0,0,0,6,0,3,0,3,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State,15,0,0,0,3,0,1,0,1,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,BasicThreadFactory,105,0,10,0,27,0,14,0,9,0
Runtime X-Ray,org.apache.commons.lang3.concurrent,Memoizer,100,0,2,0,24,0,11,0,10,0
Runtime X-Ray,lab.sample.speed,BikeSpeed,0,12,0,2,0,2,0,3,0,2
Runtime X-Ray,lab.sample.speed,CarSpeed,0,19,0,4,0,4,0,4,0,2
Runtime X-Ray,lab.sample.speed,TrainSpeed,2,10,1,1,0,2,1,2,0,2
Runtime X-Ray,lab.sample.speed,PlaneSpeed,12,0,2,0,2,0,3,0,2,0
Runtime X-Ray,lab.sample.speed,WalkSpeed,0,5,0,0,0,2,0,2,0,2
Runtime X-Ray,lab.sample.speed,Speeds,3,31,1,4,1,9,1,5,0,2
